106.000000 0.21383327 0.21619202 0.00000000 0.00000000
406.000000 0.21321750 0.20453778 0.44633078 0.41881639
706.000000 0.21519013 0.24804248 0.45764878 0.43247344
1006.000000 0.21441615 0.26196733 0.45655349 0.33042489
1278.000000 0.21947955 0.34688836 0.44687842 0.23861912
1521.000000 0.21976051 0.16783716 0.42314713 0.13657056
1821.000000 0.21495672 0.18983801 0.44176707 0.63960546
2071.000000 0.21800222 0.27796391 0.45052939 0.64643399
2328.000000 0.21775916 0.19096184 0.44560058 0.31525038
2628.000000 0.21839471 0.33268398 0.45125958 0.70182094
2875.000000 0.21995652 0.17052786 0.44468784 0.23179059
3175.000000 0.21955043 0.33569703 0.44797371 0.75910470
3416.000000 0.21957968 0.21538503 0.44596568 0.21396055
3716.000000 0.22216506 0.31816396 0.45107704 0.65515933
4016.000000 0.21931177 0.29915577 0.45454545 0.26555387
4316.000000 0.21715856 0.28599840 0.45016429 0.26745068
4616.000000 0.21471286 0.29971477 0.45837897 0.31031866
4908.000000 0.21776795 0.22217542 0.46476816 0.22989378
5208.000000 0.21919951 0.29800287 0.45290252 0.34370258
5508.000000 0.21488328 0.21861061 0.47024461 0.23634294
5808.000000 0.21478301 0.18826632 0.46367287 0.44347496
6108.000000 0.21503325 0.19179177 0.46385542 0.59446131
6408.000000 0.21772090 0.15531631 0.45910916 0.63581184
6702.000000 0.22002259 0.35645115 0.47225265 0.71054628
7002.000000 0.21797673 0.21730335 0.45271997 0.19119879
7302.000000 0.21776994 0.19790010 0.46367287 0.49317147
7577.000000 0.21882735 0.27182862 0.45655349 0.54438543
7877.000000 0.21920738 0.25156054 0.45618839 0.25113809
8123.000000 0.22480378 0.22423534 0.45600584 0.49620637
8423.000000 0.22074558 0.29589009 0.45637094 0.52200303
8723.000000 0.22074158 0.29546002 0.45491055 0.32701062
9023.000000 0.22037457 0.29434830 0.46787149 0.31297420
9323.000000 0.22023828 0.30115357 0.46312523 0.35318665
9623.000000 0.22387765 0.31270483 0.46878423 0.32245827
9923.000000 0.21888097 0.33052707 0.45691858 0.37860395
10176.000000 0.22246735 0.20666490 0.47371303 0.24772382
10476.000000 0.21727027 0.18840423 0.45418036 0.61494689
10776.000000 0.22187367 0.36217391 0.47115736 0.64188164
11034.000000 0.21740162 0.16342898 0.45144213 0.19006070
11334.000000 0.21168114 0.19722283 0.45764878 0.73292868
11634.000000 0.22031660 0.24879099 0.47645126 0.56676783
11934.000000 0.21296296 0.21849781 0.45710113 0.44575114
12234.000000 0.21393867 0.21906136 0.47718145 0.55349014
12534.000000 0.21655120 0.24087505 0.47444323 0.51631259
12822.000000 0.21692502 0.25895476 0.47389558 0.47306525
13122.000000 0.20984979 0.26675728 0.46367287 0.30576631
13422.000000 0.20991015 0.26222596 0.48484848 0.27238240
13722.000000 0.21309744 0.30923831 0.49196787 0.33915023
14022.000000 0.21925479 0.30679491 0.47973713 0.18778452
14322.000000 0.21748081 0.28065348 0.47042716 0.35622155
14622.000000 0.21750304 0.33879566 0.48083242 0.47837633
14848.000000 0.22612487 0.22779690 0.49142023 0.35660091
15148.000000 0.21625382 0.18920594 0.45929171 0.64946889
15448.000000 0.22418711 0.37923136 0.48941219 0.73103187
15748.000000 0.21919484 0.38692769 0.46878423 0.23065250
16048.000000 0.21478781 0.40885288 0.48229281 0.18892261
16348.000000 0.22657289 0.42934740 0.48740416 0.15136571
16648.000000 0.22650962 0.41513592 0.46476816 0.14529590
16948.000000 0.22529247 0.37130585 0.46075210 0.16995448
17184.000000 0.22976243 0.23296897 0.46823658 0.25682853
17484.000000 0.22186807 0.18633549 0.45910916 0.57814871
17784.000000 0.22753036 0.39543802 0.47316539 0.59901366
18060.000000 0.22413638 0.17208800 0.46221249 0.20561457
18360.000000 0.21428338 0.19279602 0.46440307 0.66995448
18660.000000 0.21839771 0.18392275 0.50328587 0.56790592
18960.000000 0.22832851 0.43707848 0.47864184 0.62177542
19260.000000 0.21907905 0.26427338 0.46221249 0.15250379
19560.000000 0.21437196 0.28643209 0.47060971 0.39226100
19821.000000 0.21820803 0.24330941 0.48649142 0.36684370
20121.000000 0.22418723 0.28862494 0.47937203 0.45333839
20393.000000 0.22122662 0.21264824 0.45819642 0.33573596
20693.000000 0.22554541 0.39992416 0.46641110 0.50075873
20993.000000 0.22508268 0.31500709 0.45892662 0.19423369
21293.000000 0.22181198 0.29971775 0.47900694 0.32094082
21574.000000 0.22492746 0.24518399 0.47499087 0.33877086
21874.000000 0.22513109 0.36561352 0.46860168 0.39946889
22120.000000 0.22667129 0.23423718 0.47152245 0.24393020
22420.000000 0.22927554 0.34069216 0.46878423 0.47989378
22672.000000 0.22676244 0.23591514 0.46549836 0.28755690
22972.000000 0.22983886 0.29574046 0.46349032 0.44461305
23208.000000 0.23272476 0.26311523 0.46768894 0.36494689
23508.000000 0.22644950 0.25653329 0.46823658 0.36646434
23808.000000 0.23087275 0.35734782 0.47626871 0.45333839
24108.000000 0.22486570 0.35112152 0.47900694 0.25986343
24408.000000 0.22644670 0.37720722 0.48174516 0.28376328
24708.000000 0.22821900 0.36756098 0.48083242 0.24658574
25008.000000 0.22270527 0.32099557 0.47426068 0.25606980
25281.000000 0.22593142 0.28000873 0.48649142 0.33118361
25581.000000 0.22064608 0.29230136 0.46422052 0.27276176
25881.000000 0.21991216 0.28769398 0.49306316 0.23596358
26178.000000 0.22608157 0.35953888 0.48813436 0.24355083
26478.000000 0.22051726 0.29933605 0.47718145 0.28262519
26711.000000 0.22594617 0.24860238 0.48831690 0.37936267
27008.000000 0.22883955 0.33781040 0.47152245 0.47192716
27236.000000 0.22862224 0.26547056 0.46458562 0.32776935
27536.000000 0.22169593 0.26704937 0.46148229 0.37291351
27836.000000 0.22464776 0.27366355 0.49342826 0.40667678
28136.000000 0.23299354 0.41249707 0.49142023 0.37784522
28436.000000 0.22951072 0.43204075 0.47170500 0.22799697
28682.000000 0.23447885 0.23360948 0.47407813 0.18133536
28982.000000 0.23212889 0.36779207 0.46239503 0.56411229
29282.000000 0.22961430 0.36044279 0.46933187 0.27769347
